element	sp_num	obs_wl_air(nm)	ritz_wl_air(nm)	intens	Aki(s^-1)	Acc	Ei(eV)	Ek(eV)	conf_i	term_i	J_i	conf_k	term_k	J_k	g_i	g_k	Type	tp_ref	line_ref	
La	1	"661.659"	"661.657+"	"50"	"3.47e+06"	B+	"0.4332660"	"2.306592"	"5d2.(3F).6s"	"4F"	"7/2"	"5d2.(3F).6p"	"4G*"	"7/2"	8	8		"T9460"	"L3475"	
La	1	"665.081"	"665.080+"	"70"	"3.27e+06"	B+	"0.0000000"	"1.863686"	"5d.6s2"	"2D"	"3/2"	"5d.6s.(3D).6p"	"*"	"3/2"	4	4		"T9460"	"L3475"	
La	1	"666.140"	"666.139+"	"80"	"3.9e+06"	C+	"0.5110098"	"2.371732"	"5d2.(3F).6s"	"4F"	"9/2"	"5d2.(3F).6p"	"4G*"	"9/2"	10	10		"T9460"	"L3475"	
La	1	"669.287"	"669.288+"	"40"	"1.97e+06"	B	"0.3731927"	"2.225161"	"5d2.(3F).6s"	"4F"	"5/2"	"5d2.(3F).6p"	"4G*"	"5/2"	6	6		"T9460"	"L3475"	
La	1	"670.950"	"670.948+"	"180"	"1.09e+07"	B+	"0.3731927"	"2.220578"	"5d2.(3F).6s"	"4F"	"5/2"	"5d2.(3F).6p"	"*"	"7/2"	6	8		"T9460"	"L3475"	
La	1	"682.378"	"682.378+"	"45"	"5.9e+06"	B+	"0.8693659"	"2.685809"	"5d2.(3F).6s"	"2F"	"5/2"	"5d2.(3F).6p"	"2G*"	"7/2"	6	8		"T9460"	"L3475"	
La	1	"691.724"	"691.726+"	"21"	"9.30e+05"	B+	"0.4332660"	"2.225161"	"5d2.(3F).6s"	"4F"	"7/2"	"5d2.(3F).6p"	"4G*"	"5/2"	8	6		"T9460"	"L3475"	
La	1	"692.524"	"692.524+"	"70"	"8.7e+06"	B+	"0.8693659"	"2.659196"	"5d2.(3F).6s"	"2F"	"5/2"	"5d2.(3F).6p"	"*"	"7/2"	6	8		"T9460"	"L3475"	
La	1	"693.501"	"693.500+"	"45"	"2.14e+06"	B	"0.4332660"	"2.220578"	"5d2.(3F).6s"	"4F"	"7/2"	"5d2.(3F).6p"	"*"	"7/2"	8	8		"T9460"	"L3475"	
La	1	"702.367"	"702.369+"	"75"	"1.07e+07"	B+	"0.9983409"	"2.763083"	"5d2.(3F).6s"	"2F"	"7/2"	"5d2.(3F).6p"	"2G*"	"9/2"	8	10		"T9460"	"L3475"	
