element	sp_num	obs_wl_air(nm)	unc_obs_wl	ritz_wl_air(nm)	unc_ritz_wl	intens	Aki(s^-1)	Acc	Ei(eV)	Ek(eV)	conf_i	term_i	J_i	conf_k	term_k	J_k	g_i	g_k	Type	tp_ref	line_ref	
Sr	1	"486.9170"	"0.0005"	"486.91724"	"0.00018"	"1100"	"7.5e+06"	B+	"2.2588413"	"4.8044398"	"5s.4d"	"3D"	"2"	"5s.4f"	"3F*"	"2"	5	5		"T5178"	"L4447"	
Sr	1	"487.2493"	"0.0002"	"487.2490"	"0.0003"	"1500"	"4.8e+07"	A'	"1.7983082"	"4.3421732"	"5s.5p"	"3P*"	"1"	"5s.5d"	"3D"	"2"	3	5		"T5178"	"L7362"	
Sr	1	"487.6075"	"0.0005"	"487.60745"	"0.00018"	"1200"	"2.63e+07"	B+	"1.7983082"	"4.3403034"	"5s.5p"	"3P*"	"1"	"5s.5d"	"3D"	"1"	3	3		"T5178"	"L4447"	
Sr	1	"489.1980"	"0.0003"	"489.19800"	"0.00021"	"1500"	"3.8e+07"	B	"2.2712989"	"4.8050293"	"5s.4d"	"3D"	"3"	"5s.4f"	"3F*"	"4"	7	9		"T5178"	"L7362"	
Sr	1	"489.2639"	"0.0005"	"489.26420"	"0.00019"	"1100"	"4.3e+06"	B+	"2.2712989"	"4.8046865"	"5s.4d"	"3D"	"3"	"5s.4f"	"3F*"	"3"	7	7		"T5178"	"L4447"	
Sr	1	"496.2263"	"0.0002"	"496.22630"	"0.00022"	"2500"	"6.14e+07"	AA	"1.8471842"	"4.3450286"	"5s.5p"	"3P*"	"2"	"5s.5d"	"3D"	"3"	5	7		"T5178"	"L7362"	
Sr	1	"496.7944"	"0.0002"	"496.7942"	"0.0003"	"1200"	"1.28e+07"	B+	"1.8471842"	"4.3421732"	"5s.5p"	"3P*"	"2"	"5s.5d"	"3D"	"2"	5	5		"T5178"	"L7362"	
Sr	1	"497.1668"	"0.0004"	"497.16680"	"0.00020"	"120"	"1.3e+06"	B+	"1.8471842"	"4.3403034"	"5s.5p"	"3P*"	"2"	"5s.5d"	"3D"	"1"	5	3		"T5178"	"L7362"	
Sr	1	"515.6040"	"0.0002"	"515.60400"	"0.00020"	"500"	"2.7e+07"	C'	"2.4982425"	"4.9022128"	"5s.4d"	"1D"	"2"	"5s.4f"	"1F*"	"3"	5	7		"T5363"	"L7362"	
Sr	1	"521.2978"	"0.0003"	"521.29787"	"0.00014"	"200"	"1.9e+06"	A'	"2.2514340"	"4.6291473"	"5s.4d"	"3D"	"1"	"4d.5p"	"3P*"	"2"	3	5		"T5178"	"L7362"	
Sr	1	"522.2198"	"0.0002"	"522.21992"	"0.00018"	"1400"	"3.4e+07"	A'	"2.2514340"	"4.6249492"	"5s.4d"	"3D"	"1"	"4d.5p"	"3P*"	"1"	3	3		"T5178"	"L7362"	
Sr	1	"522.9270"	"0.0002"	"522.92697"	"0.00014"	"1400"	"2.27e+07"	B+	"2.2588413"	"4.6291473"	"5s.4d"	"3D"	"2"	"4d.5p"	"3P*"	"2"	5	5		"T5178"	"L7362"	
Sr	1	"523.8549"	"0.0002"	"523.85479"	"0.00018"	"2000"	"7.3e+07"	B+	"2.2588413"	"4.6249492"	"5s.4d"	"3D"	"2"	"4d.5p"	"3P*"	"1"	5	3		"T5178"	"L7362"	
Sr	1	"525.6899"	"0.0002"	"525.68986"	"0.00016"	"3400"	"8.1e+07"	B+	"2.2712989"	"4.6291473"	"5s.4d"	"3D"	"3"	"4d.5p"	"3P*"	"2"	7	5		"T5178"	"L7362"	
Sr	2	"530.313"	"0.010"	"530.311"	"0.009"	""	"1.9e+07"	D	"6.91456"	"9.251862"	"4p6.6p"	"2P*"	"1/2"	"4p6.7d"	"2D"	"3/2"	2	4		"T4515"	"L3450"	
Sr	1	"532.9813"	"0.0002"	"532.9811"	"0.0003"	"500"	"1.7e+07"	C+	"2.4982425"	"4.8238356"	"5s.4d"	"1D"	"2"	"5s.7p"	"1P*"	"1"	5	3		"T5960"	"L7362"	
Sr	2	"537.913"	"0.010"	"537.913"	"0.009"	""	"2.2e+07"	D	"6.95029"	"9.254565"	"4p6.6p"	"2P*"	"3/2"	"4p6.7d"	"2D"	"5/2"	4	6		"T4515"	"L3450"	
Sr	2	"538.545"	"0.010"	"538.545"	"0.009"	""	"3.7e+06"	D	"6.95029"	"9.251862"	"4p6.6p"	"2P*"	"3/2"	"4p6.7d"	"2D"	"3/2"	4	4		"T4515"	"L3450"	
Sr	1	"545.0836"	"0.0002"	"545.08373"	"0.00020"	"1000"	"1.47e+07"	B+	"2.2588413"	"4.5327993"	"5s.4d"	"3D"	"2"	"4d.5p"	"3D*"	"3"	5	7		"T5178"	"L7362"	
Sr	1	"548.0865"	"0.0002"	"548.08638"	"0.00022"	"2700"	"7.9e+07"	A'	"2.2712989"	"4.5327993"	"5s.4d"	"3D"	"3"	"4d.5p"	"3D*"	"3"	7	7		"T5178"	"L7362"	
Sr	1	"548.6136"	"0.0002"	"548.6135"	"0.0003"	"1000"	"1.53e+07"	B+	"2.2514340"	"4.5107616"	"5s.4d"	"3D"	"1"	"4d.5p"	"3D*"	"2"	3	5		"T5178"	"L7362"	
Sr	1	"550.4184"	"0.0002"	"550.4181"	"0.0003"	"2000"	"5.4e+07"	B+	"2.2588413"	"4.5107616"	"5s.4d"	"3D"	"2"	"4d.5p"	"3D*"	"2"	5	5		"T5178"	"L7362"	
Sr	1	"552.1765"	"0.0002"	"552.1768"	"0.0003"	"1700"	"6.3e+07"	A'	"2.2514340"	"4.4961817"	"5s.4d"	"3D"	"1"	"4d.5p"	"3D*"	"1"	3	3		"T5178"	"L7362"	
Sr	1	"553.4794"	"0.0002"	"553.4799"	"0.0003"	"1000"	"2.27e+07"	B+	"2.2712989"	"4.5107616"	"5s.4d"	"3D"	"3"	"4d.5p"	"3D*"	"2"	7	5		"T5178"	"L7362"	
Sr	1	"554.0051"	"0.0002"	"554.0050"	"0.0003"	"1000"	"2.84e+07"	B+	"2.2588413"	"4.4961817"	"5s.4d"	"3D"	"2"	"4d.5p"	"3D*"	"1"	5	3		"T5178"	"L7362"	
Sr	1	"559.8163"	"0.0005"	"559.8159"	"0.0005"	"1200"	"3.0e+05"	C'	"2.4982425"	"4.7123594"	"5s.4d"	"1D"	"2"	"4d.5p"	"1F*"	"3"	5	7		"T5363"	"L4447"	
Sr	2	"572.370"	"0.010"	"572.336"	"0.010"	""	"7.1e+06"	D	"6.91456"	"9.080243"	"4p6.6p"	"2P*"	"1/2"	"4p6.8s"	"2S"	"1/2"	2	2		"T4515"	"L3450"	
Sr	1	"581.6771"	"0.0002"	"581.67702"	"0.00017"	"1500"	"3.0e+05"	B+	"2.4982425"	"4.6291473"	"5s.4d"	"1D"	"2"	"4d.5p"	"3P*"	"2"	5	5		"T5178"	"L7362"	
Sr	2	"581.900"	"0.010"	"581.938"	"0.011"	""	"1.4e+07"	D	"6.95029"	"9.080243"	"4p6.6p"	"2P*"	"3/2"	"4p6.8s"	"2S"	"1/2"	4	2		"T4515"	"L3450"	
Sr	1	"627.2042"	"0.0007"	"627.2041"	"0.0003"	"80"	"1.4e+04"	C+	"2.2514340"	"4.2276633"	"5s.4d"	"3D"	"1"	"5s.6p"	"1P*"	"1"	3	3		"T5960"	"L7362"	
Sr	1	"634.5726"	"0.0002"	"634.57265"	"0.00020"	"1400"	"2.1e+06"	C+	"2.2588413"	"4.2121232"	"5s.4d"	"3D"	"2"	"5s.6p"	"3P*"	"2"	5	5		"T5960"	"L7362"	
Sr	1	"636.3910"	"0.0002"	"636.3906"	"0.0003"	"200"	"3.7e+06"	C+'	"2.2514340"	"4.1991361"	"5s.4d"	"3D"	"1"	"5s.6p"	"3P*"	"1"	3	3		"T5960"	"L7362"	
Sr	1	"636.9918"	"0.0003"	"636.9918"	"0.0003"	"500"	"1.8e+07"	C+'	"2.2514340"	"4.1972978"	"5s.4d"	"3D"	"1"	"5s.6p"	"3P*"	"0"	3	1		"T5960"	"L7362"	
Sr	1	"638.0728"	"0.0003"	"638.07290"	"0.00017"	"1000"	"5.2e+06"	C+	"2.2514340"	"4.1940010"	"5s.4d"	"3D"	"1"	"4d.5p"	"1D*"	"2"	3	5		"T5960"	"L7362"	
Sr	1	"638.6458"	"0.0002"	"638.64581"	"0.00023"	"1300"	"1.1e+07"	C+	"2.2712989"	"4.2121232"	"5s.4d"	"3D"	"3"	"5s.6p"	"3P*"	"2"	7	5		"T5960"	"L7362"	
Sr	1	"638.8203"	"0.0004"	"638.8201"	"0.0003"	"800"	"1.4e+07"	C+	"2.2588413"	"4.1991361"	"5s.4d"	"3D"	"2"	"5s.6p"	"3P*"	"1"	5	3		"T5960"	"L7362"	
Sr	1	"640.8463"	"0.0003"	"640.8463"	"0.0003"	"3100"	"2.4e+07"	C+	"2.2712989"	"4.2054591"	"5s.4d"	"3D"	"3"	"4d.5p"	"3F*"	"4"	7	9		"T5960"	"L7362"	
Sr	1	"644.6654"	"0.0010"	"644.66536"	"0.00021"	"350"	"1.5e+06"	C+	"2.2712989"	"4.1940010"	"5s.4d"	"3D"	"3"	"4d.5p"	"1D*"	"2"	7	5		"T5960"	"L7362"	
Sr	1	"650.3989"	"0.0003"	"650.3992"	"0.0003"	"2100"	"2.0e+07"	C+	"2.2588413"	"4.1645931"	"5s.4d"	"3D"	"2"	"4d.5p"	"3F*"	"3"	5	7		"T5960"	"L7362"	
Sr	1	"654.6791"	"0.0003"	"654.6788"	"0.0003"	"500"	"3.8e+06"	C+	"2.2712989"	"4.1645931"	"5s.4d"	"3D"	"3"	"4d.5p"	"3F*"	"3"	7	7		"T5960"	"L7362"	
Sr	1	"655.0244"	"0.0003"	"655.0244"	"0.0003"	"1400"	"8.9e+07"	C	"2.6902652"	"4.5825604"	"5s.5p"	"1P*"	"1"	"4d2"	"1D"	"2"	3	5		"T5363"	"L7362"	
Sr	1	"661.7266"	"0.0003"	"661.72651"	"0.00019"	"1100"	"1.6e+07"	C+	"2.2514340"	"4.1245639"	"5s.4d"	"3D"	"1"	"4d.5p"	"3F*"	"2"	3	5		"T5960"	"L7362"	
Sr	1	"664.3536"	"0.0003"	"664.35372"	"0.00019"	"400"	"4.4e+06"	C+	"2.2588413"	"4.1245639"	"5s.4d"	"3D"	"2"	"4d.5p"	"3F*"	"2"	5	5		"T5960"	"L7362"	
Sr	1	"679.1022"	"0.0003"	"679.10198"	"0.00019"	"7000"	"8.9e+06"	B+'	"1.77514463"	"3.6003490"	"5s.5p"	"3P*"	"0"	"5s.6s"	"3S"	"1"	1	3		"T5178"	"L7362"	
Sr	1	"687.8313"	"0.0003"	"687.83128"	"0.00024"	"12000"	"2.7e+07"	B+	"1.7983082"	"3.6003490"	"5s.5p"	"3P*"	"1"	"5s.6s"	"3S"	"1"	3	3		"T5178"	"L7362"	
Sr	1	"689.2585"	"0.0004"	"689.25894"	"0.00014"	"2300"	"4.69e+04"	A+	"0.0000000"	"1.7983082"	"5s2"	"1S"	"0"	"5s.5p"	"3P*"	"1"	1	3		"T6787"	"L7362"	
Sr	1	"707.0071"	"0.0004"	"707.0072"	"0.0003"	"14000"	"4.2e+07"	B	"1.8471842"	"3.6003490"	"5s.5p"	"3P*"	"2"	"5s.6s"	"3S"	"1"	5	3		"T5178"	"L7362"	
Sr	1	"716.7143"	"0.0005"	"716.7142"	"0.0003"	"1100l"	"9.4e+06"	C+	"2.4982425"	"4.2276633"	"5s.4d"	"1D"	"2"	"5s.6p"	"1P*"	"1"	5	3		"T5960"	"L7362"	
Sr	1	"723.2131"	"0.0005"	"723.2128"	"0.0003"	"440l"	"6.0e+06"	C+	"2.4982425"	"4.2121232"	"5s.4d"	"1D"	"2"	"5s.6p"	"3P*"	"2"	5	5		"T5960"	"L7362"	
Sr	1	"728.7344"	"0.0011"	"728.7349"	"0.0004"	"70h"	"1.6e+06"	C+	"2.4982425"	"4.1991361"	"5s.4d"	"1D"	"2"	"5s.6p"	"3P*"	"1"	5	3		"T5960"	"L7362"	
Sr	1	"730.9417"	"0.0004"	"730.94166"	"0.00023"	"1700"	"3.9e+07"	C+	"2.4982425"	"4.1940010"	"5s.4d"	"1D"	"2"	"4d.5p"	"1D*"	"2"	5	5		"T5960"	"L7362"	
Sr	1	"743.8420"	"0.0010"	"743.8414"	"0.0004"	"10"	"5.0e+05"	A'	"2.4982425"	"4.1645931"	"5s.4d"	"1D"	"2"	"4d.5p"	"3F*"	"3"	5	7		"T5178"	"L13482"	
Sr	1	"762.1500"	"0.0007"	"762.14999"	"0.00025"	"100"	"7.8e+06"	A'	"2.4982425"	"4.1245639"	"5s.4d"	"1D"	"2"	"4d.5p"	"3F*"	"2"	5	5		"T5178"	"L7362"	
Sr	1	"767.3077"	"0.0011"	"767.3077"	"0.0004"	"200s"	"6.6e+06"	C	"2.6902652"	"4.3056547"	"5s.5p"	"1P*"	"1"	"5s.5d"	"1D"	"2"	3	5		"T5363"	"L7362"	
Sr	2	"868.891"	"0.015"	"868.930"	"0.023"	"2000"	"5.5e+07"	D	"6.95029"	"8.3767630"	"4p6.6p"	"2P*"	"3/2"	"4p6.6d"	"2D"	"5/2"	4	6		"T4515"	"L2631"	
Sr	2	"871.956"	"0.015"	"871.983"	"0.023"	"300"	"1.0e+07"	D	"6.95029"	"8.3717689"	"4p6.6p"	"2P*"	"3/2"	"4p6.6d"	"2D"	"3/2"	4	4		"T4515"	"L2631"	
