element	sp_num	obs_wl_air(nm)	ritz_wl_air(nm)	intens	Aki(s^-1)	Acc	Ei(eV)	Ek(eV)	conf_i	term_i	J_i	conf_k	term_k	J_k	g_i	g_k	Type	tp_ref	line_ref	
Ta	1	"696.949"	"696.948+"	"8"	"2.9e+05"	C	"2.622679"	"4.401148"	"5d4.(3H).6s"	"a 4H"	"9/2"	""	"354*"	"9/2"	10	10		"T4976"	"L3475"	
Ta	1	"703.151"	"703.148+"	"13"	"2.2e+05"	C+	"2.155232"	"3.918018"	"5d3.6s2"	"a 2F"	"7/2"	""	"316*"	"7/2"	8	8		"T4976"	"L3475"	
Ta	1	"708.540"	"708.539+"	"20"	"4.7e+04"	C+	"1.147279"	"2.896654"	"5d3.6s2"	"a 4P"	"5/2"	"5d3.6s.(5F).6p"	"z 4F*"	"5/2"	6	6		"T4976"	"L3475"	
Ta	1	"709.302"	"709.302+"	"23"	"1.26e+05"	C+	"1.595177"	"3.342671"	"5d3.6s2"	"a 2D"	"5/2"	""	"269*"	"7/2"	6	8		"T4976"	"L3475"	
Ta	1	"725.027"	"725.026+"	"30h"	"3.28e+05"	B+	"1.357654"	"3.067249"	"5d3.6s2"	"a 2P"	"3/2"	"5d3.6s.(5F).6p"	"z 6D*"	"3/2"	4	4		"T4976"	"L3475"	
Ta	1	"728.636"	"728.636+"	"9"	"9.0e+04"	D+	"1.462038"	"3.163163"	"5d3.6s2"	"a 2P"	"1/2"	"5d3.6s.(5F).6p"	"y 4D*"	"1/2"	2	2		"T4976"	"L3475"	
Ta	1	"731.984"	"731.985+"	"20"	"7.7e+04"	C+	"1.203314"	"2.896654"	"5d3.6s2"	"a 2G"	"7/2"	"5d3.6s.(5F).6p"	"z 4F*"	"5/2"	8	6		"T4976"	"L3475"	
Ta	1	"732.272"	"732.264+"	"11c"	"1.30e+05"	C+	"1.873915"	"3.566610"	"5d3.6s2"	"a 2H"	"11/2"	"5d3.6s.(5F).6p"	"z 6D*"	"9/2"	12	10		"T4976"	"L3475"	
Ta	1	"740.789"	"740.789+"	"160"	"2.03e+06"	B+	"1.394032"	"3.067249"	"5d4.(5D).6s"	"a 6D"	"5/2"	"5d3.6s.(5F).6p"	"z 6D*"	"3/2"	6	4		"T4976"	"L3475"	
Ta	1	"746.775"	"746.772+"	"30"	"1.43e+05"	C+	"1.236843"	"2.896654"	"5d4.(5D).6s"	"a 6D"	"3/2"	"5d3.6s.(5F).6p"	"z 4F*"	"5/2"	4	6		"T4976"	"L3475"	
Ta	1	"756.923"	"756.918+"	"6"	"7.3e+04"	D+	"2.155232"	"3.792794"	"5d3.6s2"	"a 2F"	"7/2"	""	"305*"	"7/2"	8	8		"T4976"	"L3475"	
Ta	1	"802.650"	"802.650+"	"75"	"3.3e+05"	C+	"0.750032"	"2.294293"	"5d3.6s2"	"a 4P"	"1/2"	"5d2.6s2.(3F).6p"	"z 4D*"	"1/2"	2	2		"T4976"	"L3475"	
Ta	1	"803.908"	"803.908+"	"15"	"9.3e+04"	C+	"0.752449"	"2.294293"	"5d3.6s2"	"a 4P"	"3/2"	"5d2.6s2.(3F).6p"	"z 4D*"	"1/2"	4	2		"T4976"	"L3475"	
Ta	1	"805.393"	"805.394+"	"8"	"2.0e+04"	D	"1.357654"	"2.896654"	"5d3.6s2"	"a 2P"	"3/2"	"5d3.6s.(5F).6p"	"z 4F*"	"5/2"	4	6		"T4976"	"L3475"	
Ta	1	"806.898"	"806.906+"	"15"	"2.0e+05"	C+	"1.908242"	"3.444358"	"5d3.6s2"	"a 2H"	"9/2"	"5d3.6s.(5F).6p"	"z 6D*"	"7/2"	10	8		"T4976"	"L3475"	
