element	sp_num	obs_wl_air(nm)	ritz_wl_air(nm)	unc_ritz_wl	intens	Aki(s^-1)	Acc	Ei(eV)	Ek(eV)	conf_i	term_i	J_i	conf_k	term_k	J_k	g_i	g_k	Type	tp_ref	line_ref	
W	3	"200.1715"	"200.1722"	"0.0005"	""	"9.66e+07"	B	"1.597044"	"7.788917"	"5d4"	"3P2"	"1"	""	""	"2"	3	5		"T7469"	"L14407"	
W	3	"202.5468"	"202.5462"	"0.0005"	"5d"	"8.6e+06"	C	"2.278383"	"8.397690"	"5d4"	"3F2"	"4"	"5d3.(4F).6p"	"5F*"	"5"	9	11		"T7469"	"L10405"	
W	3	"202.5652"	"202.5647"	"0.0005"	"40"	"4.1e+06"	C	"2.278941"	"8.397690"	"5d4"	"3H"	"6"	"5d3.(4F).6p"	"5F*"	"5"	13	11		"T7469"	"L10405"	
W	3	"203.0744"	"203.0739"	"0.0005"	"100"	"4.36e+07"	B	"1.359926"	"7.463335"	"5d3.(4F).6s"	"5F"	"1"	"5d3.(4F).6p"	"5F*"	"1"	3	3		"T7469"	"L10405"	
W	2	"204.08731"	"204.087180"	"0.000054"	"12"	"2.48e+07"	B	"0.00000000"	"6.07311043"	"5d4.(5D).6s"	"6D"	"1/2"	"5d3.(4F).6s.(5F).6p"	"6D*"	"3/2"	2	4		"T7162"	"L11762"	
W	3	"204.7280"	"204.7277"	"0.0005"	"200*"	"3.54e+07"	B	"1.734804"	"7.788917"	"5d4"	"3F2"	"2"	""	""	"2"	5	5		"T7469"	"L10405"	
W	2	"204.963568"	"204.963568"	"0.000013"	"52"	"7.49e+07"	B	"0.18831080"	"6.23545720"	"5d4.(5D).6s"	"6D"	"3/2"	"5d3.(4F).6s.(5F).6p"	"6D*"	"5/2"	4	6		"T7162"	"L11762"	
W	3	"207.8347"	"207.8344"	"0.0005"	"800"	"1.50e+08"	B	"2.434064"	"8.397690"	"5d3.(4F).6s"	"5F"	"5"	"5d3.(4F).6p"	"5F*"	"5"	11	11		"T7469"	"L10405"	
W	2	"207.911801"	"207.911797"	"0.000018"	"296*"	"3.74e+08"	B	"0.76214141"	"6.7235493"	"5d4.(5D).6s"	"6D"	"9/2"	"5d4.(5D).6p"	"6F*"	"11/2"	10	12		"T7162"	"L11762"	
W	3	"209.2096"	"209.2094"	"0.0005"	"900*"	"1.47e+08"	B	"1.864479"	"7.788917"	"5d3.(4F).6s"	"5F"	"3"	""	""	"2"	7	5		"T7469"	"L10405"	
W	3	"209.2755"	"209.2753"	"0.0005"	"800"	"2.05e+08"	B	"1.540763"	"7.463335"	"5d3.(4F).6s"	"5F"	"2"	"5d3.(4F).6p"	"5F*"	"1"	5	3		"T7469"	"L10405"	
W	2	"209.475078"	"209.475078"	"0.000006"	"142"	"1.76e+08"	B	"0.18831080"	"6.10523511"	"5d4.(5D).6s"	"6D"	"3/2"	""	""	"5/2"	4	6		"T7162"	"L11762"	
W	2	"210.06747"	"210.067481"	"0.000018"	"39"	"6.27e+07"	B	"0.00000000"	"5.90024025"	"5d4.(5D).6s"	"6D"	"1/2"	"5d4.(5D).6p"	"6P*"	"3/2"	2	4		"T7162"	"L11762"	
W	2	"210.618717"	"210.618726"	"0.000014"	"64"	"8.04e+07"	B	"0.18831080"	"6.07311043"	"5d4.(5D).6s"	"6D"	"3/2"	"5d3.(4F).6s.(5F).6p"	"6D*"	"3/2"	4	4		"T7162"	"L11762"	
W	3	"211.2830"	"211.2833"	"0.0005"	"100"	"3.16e+07"	B	"1.597044"	"7.463335"	"5d4"	"3P2"	"1"	"5d3.(4F).6p"	"5F*"	"1"	3	3		"T7469"	"L10405"	
W	3	"211.3518"	"211.3522"	"0.0005"	"40"	"6.76e+07"	B	"2.533311"	"8.397690"	"5d4"	"3G"	"4"	"5d3.(4F).6p"	"5F*"	"5"	9	11		"T7469"	"L10405"	
W	2	"211.887440"	"211.887453"	"0.000010"	"80"	"6.70e+07"	B	"0.00000000"	"5.84956717"	"5d4.(5D).6s"	"6D"	"1/2"	""	""	"3/2"	2	4		"T7162"	"L11762"	
W	2	"212.15753"	"212.157561"	"0.000041"	"15"	"1.67e+07"	B	"0.39333652"	"6.23545720"	"5d4.(5D).6s"	"6D"	"5/2"	"5d3.(4F).6s.(5F).6p"	"6D*"	"5/2"	6	6		"T7162"	"L11762"	
W	3	"216.3646"	"216.3649"	"0.0005"	"60"	"1.28e+07"	B	"1.734804"	"7.463335"	"5d4"	"3F2"	"2"	"5d3.(4F).6p"	"5F*"	"1"	5	3		"T7469"	"L10405"	
W	3	"216.3788"	"216.3787"	"0.0005"	"800bl*"	"3.05e+07"	B	"2.060751"	"7.788917"	"5d4"	"3P2"	"2"	""	""	"2"	5	5		"T7469"	"L10405"	
W	2	"216.99374"	"216.993790"	"0.000061"	"11"	"1.71e+07"	B	"0.18831080"	"5.90024025"	"5d4.(5D).6s"	"6D"	"3/2"	"5d4.(5D).6p"	"6P*"	"3/2"	4	4		"T7162"	"L11762"	
W	2	"218.22242"	"218.222413"	"0.000019"	"36"	"3.64e+07"	B	"0.39333652"	"6.07311043"	"5d4.(5D).6s"	"6D"	"5/2"	"5d3.(4F).6s.(5F).6p"	"6D*"	"3/2"	6	4		"T7162"	"L11762"	
W	2	"218.936272"	"218.936277"	"0.000015"	"57"	"4.33e+07"	B	"0.18831080"	"5.84956717"	"5d4.(5D).6s"	"6D"	"3/2"	""	""	"3/2"	4	4		"T7162"	"L11762"	
W	2	"219.34481"	"219.344812"	"0.000019"	"31"	"2.35e+07"	B	"0.58474395"	"6.23545720"	"5d4.(5D).6s"	"6D"	"7/2"	"5d3.(4F).6s.(5F).6p"	"6D*"	"5/2"	8	6		"T7162"	"L11762"	
W	2	"219.452792"	"219.452796"	"0.000015"	"43"	"2.71e+07"	B	"0.00000000"	"5.64793303"	"5d4.(5D).6s"	"6D"	"1/2"	""	""	"3/2"	2	4		"T7162"	"L11762"	
W	2	"222.590100"	"222.590100"	"0.000006"	"162"	"8.51e+07"	B	"0.00000000"	"5.56833604"	"5d4.(5D).6s"	"6D"	"1/2"	""	""	"3/2"	2	4		"T7162"	"L11762"	
W	2	"224.51942"	"224.519428"	"0.000015"	"54"	"4.91e+07"	B	"0.58474395"	"6.10523511"	"5d4.(5D).6s"	"6D"	"7/2"	""	""	"5/2"	8	6		"T7162"	"L11762"	
W	2	"224.875783"	"224.875783"	"0.000006"	"253"	"3.19e+08"	B	"0.00000000"	"5.51174383"	"5d4.(5D).6s"	"6D"	"1/2"	"5d3.(4F).6s.(5F).6p"	"6F*"	"1/2"	2	2		"T7162"	"L11762"	
W	2	"225.073448"	"225.073448"	"0.000011"	"74"	"7.21e+07"	B	"0.39333652"	"5.90024025"	"5d4.(5D).6s"	"6D"	"5/2"	"5d4.(5D).6p"	"6P*"	"3/2"	6	4		"T7162"	"L11762"	
W	2	"227.02288"	"227.022816"	"0.000413"	"70p"	"3.51e+07"	B	"0.18831080"	"5.64793303"	"5d4.(5D).6s"	"6D"	"3/2"	""	""	"3/2"	4	4		"T7162"	"L11762"	
W	1	"227.7583"	"227.7584"	"0.0009"	"60r"	"6.2e+07"	C	"0.000000"	"5.441991"	"5d4.6s2"	"5D"	"0"	""	"*"	"1"	1	3		"T6977"	"L153"	
W	3	"229.4194"	"229.4198"	"0.0005"	"10"	"4.3e+06"	C	"2.060751"	"7.463335"	"5d4"	"3P2"	"2"	"5d3.(4F).6p"	"5F*"	"1"	5	3		"T7469"	"L10405"	
W	2	"230.381893"	"230.381904"	"0.000006"	"164"	"7.16e+07"	B	"0.18831080"	"5.56833604"	"5d4.(5D).6s"	"6D"	"3/2"	""	""	"3/2"	4	4		"T7162"	"L11762"	
W	1	"231.3170"	"231.3175"	"0.0005"	"30r"	"5.0e+07"	C	"0.000000"	"5.358266"	"5d4.6s2"	"5D"	"0"	""	"*"	"1"	1	3		"T6977"	"L153"	
W	3	"232.6482"	"232.6492"	"0.0005"	"40*"	"5.9e+06"	C	"2.461318"	"7.788917"	"5d4"	"3G"	"3"	""	""	"2"	7	5		"T7469"	"L10405"	
W	2	"232.83126"	"232.831255"	"0.000022"	"42"	"4.74e+07"	B	"0.18831080"	"5.51174383"	"5d4.(5D).6s"	"6D"	"3/2"	"5d3.(4F).6s.(5F).6p"	"6F*"	"1/2"	4	2		"T7162"	"L11762"	
W	2	"233.18035"	"233.180434"	"0.000272"	"3"	"1.03e+06"	B	"0.91999511"	"6.23545720"	"5d5"	"6S"	"5/2"	"5d3.(4F).6s.(5F).6p"	"6D*"	"5/2"	6	6		"T7162"	"L11762"	
W	2	"233.37711"	"233.377170"	"0.000163"	"86p"	"1.71e+07"	B	"0.18831080"	"5.49929234"	"5d4.(5D).6s"	"6D"	"3/2"	""	""	"5/2"	4	6		"T7162"	"L11762"	
W	1	"234.797"	"234.7970"	"0.0005"	"10"	"1.48e+07"	B	"0.412313"	"5.691182"	"5d4.6s2"	"5D"	"2"	""	"*"	"2"	5	5		"T6977"	"L153"	
W	2	"235.88167"	"235.881659"	"0.000017"	"61"	"2.53e+07"	B	"0.39333652"	"5.64793303"	"5d4.(5D).6s"	"6D"	"5/2"	""	""	"3/2"	6	4		"T7162"	"L11762"	
W	1	"236.3072"	"236.3068"	"0.0005"	"18r"	"6.9e+07"	B	"0.207090"	"5.452232"	"5d4.6s2"	"5D"	"1"	""	"*"	"2"	3	5		"T6977"	"L153"	
W	1	"236.7693"	"236.7692"	"0.0005"	"10"	"2.3e+07"	C	"0.207090"	"5.441991"	"5d4.6s2"	"5D"	"1"	""	"*"	"1"	3	3		"T6977"	"L153"	
W	1	"237.4468"	"237.4468"	"0.0005"	"30r"	"6.2e+07"	C	"0.598844"	"5.818807"	"5d4.6s2"	"5D"	"3"	""	"*"	"4"	7	9		"T6977"	"L153"	
W	2	"239.037010"	"239.037010"	"0.000012"	"110"	"6.69e+07"	B	"0.91999511"	"6.10523511"	"5d5"	"6S"	"5/2"	""	""	"5/2"	6	6		"T7162"	"L11762"	
W	2	"239.292814"	"239.292809"	"0.000006"	"231"	"2.28e+07"	B	"0.58474395"	"5.76444148"	"5d4.(5D).6s"	"6D"	"7/2"	"5d3.(4F).6s.(5F).6p"	"6G*"	"9/2"	8	10		"T7162"	"L11762"	
W	2	"239.51009"	"239.510062"	"0.000057"	"14"	"5.83e+06"	B	"0.39333652"	"5.56833604"	"5d4.(5D).6s"	"6D"	"5/2"	""	""	"3/2"	6	4		"T7162"	"L11762"	
W	2	"239.707936"	"239.707924"	"0.000006"	"294"	"5.24e+07"	B	"0.39333652"	"5.56406479"	"5d4.(5D).6s"	"6D"	"5/2"	"5d4.(5D).6p"	"6F*"	"7/2"	6	8		"T7162"	"L11762"	
W	2	"240.4190"	"240.42084"	"0.00116"	"5d"	"1.55e+06"	B	"1.08006032"	"6.23545720"	"5d3.6s2"	"4F"	"3/2"	"5d3.(4F).6s.(5F).6p"	"6D*"	"5/2"	4	6		"T7162"	"L6520"	
W	2	"240.52720"	"240.527291"	"0.000052"	"16"	"8.65e+06"	B	"0.91999511"	"6.07311043"	"5d5"	"6S"	"5/2"	"5d3.(4F).6s.(5F).6p"	"6D*"	"3/2"	6	4		"T7162"	"L11762"	
W	1	"240.5580"	"240.5580"	"0.0005"	"30r"	"6.9e+07"	B	"0.207090"	"5.359547"	"5d4.6s2"	"5D"	"1"	""	"*"	"2"	3	5		"T6977"	"L153"	
W	1	"242.4206"	"242.4211"	"0.0005"	"80r"	"7.8e+07"	B	"0.598844"	"5.711707"	"5d4.6s2"	"5D"	"3"	""	"*"	"3"	7	7		"T6977"	"L153"	
W	2	"242.749007"	"242.749013"	"0.000006"	"165"	"2.56e+07"	B	"0.39333652"	"5.49929234"	"5d4.(5D).6s"	"6D"	"5/2"	""	""	"5/2"	6	6		"T7162"	"L11762"	
W	3	"242.9787"	"242.9786"	"0.0005"	"200"	"1.2e+07"	C	"3.296559"	"8.397690"	"5d4"	"1G2"	"4"	"5d3.(4F).6p"	"5F*"	"5"	9	11		"T7469"	"L10405"	
W	1	"243.1081"	"243.1081"	"0.0005"	"25r"	"2.9e+07"	B	"0.412313"	"5.510728"	"5d4.6s2"	"5D"	"2"	""	"*"	"3"	5	7		"T6977"	"L153"	
W	1	"243.3982"	"243.3982"	"0.0005"	"25"	"1.074e+08"	A	"0.598844"	"5.691182"	"5d4.6s2"	"5D"	"3"	""	"*"	"2"	7	5		"T6977"	"L153"	
W	1	"243.5957"	"243.5962"	"0.0005"	"80"	"2.544e+08"	A	"0.598844"	"5.687044"	"5d4.6s2"	"5D"	"3"	""	"*"	"4"	7	9		"T6977"	"L153"	
W	1	"244.4056"	"244.4056"	"0.0005"	"60r"	"8.7e+07"	B	"0.207090"	"5.278440"	"5d4.6s2"	"5D"	"1"	""	"*"	"1"	3	3		"T6977"	"L153"	
W	2	"245.14768"	"245.147650"	"0.000481"	"109p"	"1.85e+07"	B	"0.18831080"	"5.24431127"	"5d4.(5D).6s"	"6D"	"3/2"	""	""	"3/2"	4	4		"T7162"	"L11762"	
W	1	"245.1996"	"245.1994"	"0.0005"	"100r"	"7.8e+07"	B	"0.000000"	"5.054932"	"5d4.6s2"	"5D"	"0"	""	"*"	"1"	1	3		"T6977"	"L153"	
W	1	"245.4978"	"245.4973"	"0.0005"	"80"	"7.4e+07"	B	"0.598844"	"5.647644"	"5d4.6s2"	"5D"	"3"	""	"*"	"3"	7	7		"T6977"	"L153"	
W	1	"245.5506"	"245.5504"	"0.0005"	"80r"	"7.6e+07"	C	"0.771099"	"5.818807"	"5d4.6s2"	"5D"	"4"	""	"*"	"4"	9	9		"T6977"	"L153"	
W	1	"245.6534"	"245.6532"	"0.0005"	"150r"	"4.7e+07"	B	"0.412313"	"5.457908"	"5d4.6s2"	"5D"	"2"	""	"*"	"3"	5	7		"T6977"	"L153"	
W	1	"245.9300"	"245.9299"	"0.0005"	"140r"	"8.6e+07"	B	"0.412313"	"5.452232"	"5d4.6s2"	"5D"	"2"	""	"*"	"2"	5	5		"T6977"	"L153"	
W	1	"246.4305"	"246.4307"	"0.0005"	"60r"	"4.3e+07"	C	"0.412313"	"5.441991"	"5d4.6s2"	"5D"	"2"	""	"*"	"1"	5	3		"T6977"	"L153"	
W	2	"246.652281"	"246.652281"	"0.000007"	"205"	"2.26e+07"	B	"0.18831080"	"5.21347082"	"5d4.(5D).6s"	"6D"	"3/2"	"5d4.(5D).6p"	"6F*"	"5/2"	4	6		"T7162"	"L11762"	
W	1	"246.6848"	"246.6848"	"0.0005"	"100r"	"6.5e+07"	B	"0.412313"	"5.436811"	"5d4.6s2"	"5D"	"2"	""	"*"	"3"	5	7		"T6977"	"L153"	
W	1	"247.2506"	"247.2508"	"0.0005"	"70r"	"3.7e+07"	B	"0.598844"	"5.611841"	"5d4.6s2"	"5D"	"3"	""	"*"	"4"	7	9		"T6977"	"L153"	
W	1	"247.4149"	"247.4150"	"0.0005"	"140r"	"1.19e+08"	B	"0.771099"	"5.780769"	"5d4.6s2"	"5D"	"4"	""	"*"	"4"	9	9		"T6977"	"L153"	
W	2	"247.779535"	"247.779535"	"0.000007"	"316"	"2.84e+07"	B	"0.76214141"	"5.76444148"	"5d4.(5D).6s"	"6D"	"9/2"	"5d3.(4F).6s.(5F).6p"	"6G*"	"9/2"	10	10		"T7162"	"L11762"	
W	1	"248.0130"	"248.0128"	"0.0005"	"100r"	"4.7e+07"	C	"0.207090"	"5.204686"	"5d4.6s2"	"5D"	"1"	""	"*"	"2"	3	5		"T6977"	"L153"	
W	1	"248.0658"	"248.0658"	"0.0005"	"20"	"2.19e+06"	B	"0.365913"	"5.362441"	"5d5.(6S).6s"	"7S"	"3"	""	"*"	"4"	7	9		"T6977"	"L153"	
W	1	"248.1440"	"248.1439"	"0.0005"	"150r"	"1.48e+08"	B	"0.771099"	"5.766055"	"5d4.6s2"	"5D"	"4"	""	"*"	"5"	9	11		"T6977"	"L153"	
W	1	"248.210"	"248.2096"	"0.0005"	"35r"	"1.68e+07"	B	"0.365913"	"5.359547"	"5d5.(6S).6s"	"7S"	"3"	""	"*"	"2"	7	5		"T6977"	"L153"	
W	2	"248.876900"	"248.876900"	"0.000007"	"262"	"1.26e+08"	B	"0.91999511"	"5.90024025"	"5d5"	"6S"	"5/2"	"5d4.(5D).6p"	"6P*"	"3/2"	6	4		"T7162"	"L11762"	
W	2	"248.923102"	"248.923102"	"0.000007"	"422"	"6.95e+07"	B	"0.58474395"	"5.56406479"	"5d4.(5D).6s"	"6D"	"7/2"	"5d4.(5D).6p"	"6F*"	"7/2"	8	8		"T7162"	"L11762"	
W	2	"248.98953"	"248.98957"	"0.00006"	"12"	"7.11e+06"	B	"1.09511870"	"6.07311043"	""	""	"1/2"	"5d3.(4F).6s.(5F).6p"	"6D*"	"3/2"	2	4		"T7162"	"L11762"	
W	1	"249.5264"	"249.5264"	"0.0005"	"100r"	"4.7e+07"	C	"0.207090"	"5.174373"	"5d4.6s2"	"5D"	"1"	""	"*"	"2"	3	5		"T6977"	"L153"	
W	2	"249.663628"	"249.663635"	"0.000007"	"142"	"9.62e+06"	B	"0.58474395"	"5.54929653"	"5d4.(5D).6s"	"6D"	"7/2"	""	""	"9/2"	8	10		"T7162"	"L11762"	
W	1	"250.4698"	"250.4700"	"0.0006"	"60r"	"3.2e+07"	C	"0.207090"	"5.155660"	"5d4.6s2"	"5D"	"1"	""	"*"	"2"	3	5		"T6977"	"L153"	
W	1	"250.5374"	"250.5377"	"0.0006"	"18"	"2.9e+06"	B	"0.412313"	"5.359547"	"5d4.6s2"	"5D"	"2"	""	"*"	"2"	5	5		"T6977"	"L153"	
W	1	"250.6020"	"250.6026"	"0.0006"	"20"	"3.2e+07"	C	"0.412313"	"5.358266"	"5d4.6s2"	"5D"	"2"	""	"*"	"1"	5	3		"T6977"	"L153"	
W	3	"250.7593"	"250.7596"	"0.0005"	"60"	"9.3e+06"	C	"2.846061"	"7.788917"	"5d3.(4P).6s"	"5P"	"2"	""	""	"2"	5	5		"T7469"	"L10405"	
W	1	"250.8734"	"250.8737"	"0.0006"	"45"	"2.4e+07"	C	"0.771099"	"5.711707"	"5d4.6s2"	"5D"	"4"	""	"*"	"3"	9	7		"T6977"	"L153"	
W	2	"251.4364"	"251.43538"	"0.00127"	"7d"	"9.28e+05"	B	"0.91999511"	"5.84956717"	"5d5"	"6S"	"5/2"	""	""	"3/2"	6	4		"T7162"	"L6520"	
W	2	"251.81422"	"251.814217"	"0.000019"	"53"	"1.79e+07"	B	"1.31330076"	"6.23545720"	""	""	"3/2"	"5d3.(4F).6s.(5F).6p"	"6D*"	"5/2"	4	6		"T7162"	"L11762"	
W	2	"252.204075"	"252.204068"	"0.000007"	"169"	"2.48e+07"	B	"0.58474395"	"5.49929234"	"5d4.(5D).6s"	"6D"	"7/2"	""	""	"5/2"	8	6		"T7162"	"L11762"	
W	1	"252.3410"	"252.3409"	"0.0006"	"60r"	"5.1e+07"	C	"0.598844"	"5.510728"	"5d4.6s2"	"5D"	"3"	""	"*"	"3"	7	7		"T6977"	"L153"	
W	1	"253.3635"	"253.3637"	"0.0006"	"35r"	"9.8e+07"	B	"0.207090"	"5.099145"	"5d4.6s2"	"5D"	"1"	""	"*"	"0"	3	1		"T6977"	"L153"	
W	1	"254.1696"	"254.1696"	"0.0006"	"20"	"4.8e+06"	B	"0.771099"	"5.647644"	"5d4.6s2"	"5D"	"4"	""	"*"	"3"	9	7		"T6977"	"L153"	
W	1	"254.5340"	"254.5342"	"0.0006"	"50r"	"2.41e+07"	B	"0.412313"	"5.281874"	"5d4.6s2"	"5D"	"2"	""	"*"	"3"	5	7		"T6977"	"L153"	
W	1	"254.7136"	"254.7139"	"0.0006"	"100r"	"1.75e+08"	B	"0.412313"	"5.278440"	"5d4.6s2"	"5D"	"2"	""	"*"	"1"	5	3		"T6977"	"L153"	
W	2	"254.909651"	"254.909657"	"0.000013"	"57"	"1.36e+06"	B	"0.39333652"	"5.25572576"	"5d4.(5D).6s"	"6D"	"5/2"	"5d3.(4F).6s.(5F).6p"	"6G*"	"7/2"	6	8		"T7162"	"L11762"	
W	1	"255.0378"	"255.0378"	"0.0006"	"60r"	"2.8e+07"	C	"0.207090"	"5.067036"	"5d4.6s2"	"5D"	"1"	""	"*"	"2"	3	5		"T6977"	"L153"	
W	1	"255.1349"	"255.1349"	"0.0006"	"200r"	"1.78e+08"	B	"0.000000"	"4.858098"	"5d4.6s2"	"5D"	"0"	""	"*"	"1"	1	3		"T6977"	"L153"	
W	1	"255.3824"	"255.3824"	"0.0006"	"100r"	"4.3e+07"	B	"0.598844"	"5.452232"	"5d4.6s2"	"5D"	"3"	""	"*"	"2"	7	5		"T6977"	"L153"	
W	2	"255.485272"	"255.485279"	"0.000007"	"156"	"1.78e+07"	B	"0.00000000"	"4.85143473"	"5d4.(5D).6s"	"6D"	"1/2"	"5d4.(5D).6p"	"6F*"	"3/2"	2	4		"T7162"	"L11762"	
W	2	"255.509506"	"255.509506"	"0.000007"	"224"	"4.06e+07"	B	"0.39333652"	"5.24431127"	"5d4.(5D).6s"	"6D"	"5/2"	""	""	"3/2"	6	4		"T7162"	"L11762"	
W	1	"255.6749"	"255.6746"	"0.0006"	"40r"	"2.6e+07"	C	"0.207090"	"5.054932"	"5d4.6s2"	"5D"	"1"	""	"*"	"1"	3	3		"T6977"	"L153"	
W	1	"256.1968"	"256.1965"	"0.0006"	"100r"	"4.8e+07"	B	"0.598844"	"5.436811"	"5d4.6s2"	"5D"	"3"	""	"*"	"3"	7	7		"T6977"	"L153"	
W	2	"256.39041"	"256.390415"	"0.000033"	"28"	"1.14e+07"	B	"1.40114840"	"6.23545720"	"5d3.6s2"	"4F"	"5/2"	"5d3.(4F).6s.(5F).6p"	"6D*"	"5/2"	6	6		"T7162"	"L11762"	
W	2	"257.144433"	"257.144426"	"0.000007"	"364"	"4.38e+07"	B	"0.39333652"	"5.21347082"	"5d4.(5D).6s"	"6D"	"5/2"	"5d4.(5D).6p"	"6F*"	"5/2"	6	6		"T7162"	"L11762"	
W	3	"257.9570"	"257.9573"	"0.0005"	"800"	"1.3e+07"	C	"3.592745"	"8.397690"	"5d3.(2H).6s"	"3H"	"4"	"5d3.(4F).6p"	"5F*"	"5"	9	11		"T7469"	"L10405"	
W	1	"258.0337"	"258.0336"	"0.0006"	"30"	"1.04e+07"	C	"0.365913"	"5.169439"	"5d5.(6S).6s"	"7S"	"3"	""	"*"	"3"	7	7		"T6977"	"L153"	
W	1	"258.0487"	"258.0484"	"0.0006"	"125r"	"7.5e+07"	B	"0.207090"	"5.010340"	"5d4.6s2"	"5D"	"1"	""	"*"	"1"	3	3		"T6977"	"L153"	
W	2	"258.11990"	"258.119689"	"0.000867"	"47w"	"8.99e+06"	B	"0.76214141"	"5.56406479"	"5d4.(5D).6s"	"6D"	"9/2"	"5d4.(5D).6p"	"6F*"	"7/2"	10	8		"T7162"	"L11762"	
W	1	"258.6350"	"258.6341"	"0.0006"	"8"	"2.5e+06"	C	"0.412313"	"5.204686"	"5d4.6s2"	"5D"	"2"	""	"*"	"2"	5	5		"T6977"	"L153"	
W	2	"258.65770"	"258.657786"	"0.000201"	"4"	"2.68e+06"	B	"1.31330076"	"6.10523511"	""	""	"3/2"	""	""	"5/2"	4	6		"T7162"	"L11762"	
W	1	"258.7766"	"258.7759"	"0.0006"	"30"	"4.5e+06"	C	"0.365913"	"5.155660"	"5d5.(6S).6s"	"7S"	"3"	""	"*"	"2"	7	5		"T6977"	"L153"	
W	2	"258.916038"	"258.916031"	"0.000007"	"285"	"1.82e+07"	B	"0.76214141"	"5.54929653"	"5d4.(5D).6s"	"6D"	"9/2"	""	""	"9/2"	10	10		"T7162"	"L11762"	
W	2	"259.14890"	"259.148925"	"0.000067"	"14"	"3.90e+06"	B	"0.00000000"	"4.78285325"	"5d4.(5D).6s"	"6D"	"1/2"	""	""	"1/2"	2	2		"T7162"	"L11762"	
W	1	"259.3388"	"259.3383"	"0.0006"	"25"	"6.0e+05"	B	"0.365913"	"5.145274"	"5d5.(6S).6s"	"7S"	"3"	""	"*"	"3"	7	7		"T6977"	"L153"	
W	2	"259.874161"	"259.874140"	"0.000014"	"65"	"3.19e+07"	B	"1.08006032"	"5.84956717"	"5d3.6s2"	"4F"	"3/2"	""	""	"3/2"	4	4		"T7162"	"L11762"	
W	1	"260.1963"	"260.1966"	"0.0007"	"40r"	"1.49e+07"	B	"0.598844"	"5.362441"	"5d4.6s2"	"5D"	"3"	""	"*"	"4"	7	9		"T6977"	"L153"	
W	1	"260.2804"	"260.2806"	"0.0007"	"25"	"9.4e+06"	C	"0.412313"	"5.174373"	"5d4.6s2"	"5D"	"2"	""	"*"	"2"	5	5		"T6977"	"L153"	
W	1	"260.3544"	"260.3547"	"0.0007"	"40r"	"2.8e+07"	C	"0.598844"	"5.359547"	"5d4.6s2"	"5D"	"3"	""	"*"	"2"	7	5		"T6977"	"L153"	
W	2	"260.40379"	"260.40362"	"0.00068"	"6*"	"3.44e+06"	B	"1.31330076"	"6.07311043"	""	""	"3/2"	"5d3.(4F).6s.(5F).6p"	"6D*"	"3/2"	4	4		"T7162"	"L11762"	
W	1	"260.5508"	"260.5505"	"0.0007"	"8"	"2.2e+06"	C	"0.412313"	"5.169439"	"5d4.6s2"	"5D"	"2"	""	"*"	"3"	5	7		"T6977"	"L153"	
W	2	"260.69726"	"260.697269"	"0.000034"	"23"	"7.64e+06"	B	"1.09511870"	"5.84956717"	""	""	"1/2"	""	""	"3/2"	2	4		"T7162"	"L11762"	
W	1	"260.7378"	"260.7381"	"0.0007"	"35r"	"1.20e+07"	B	"0.207090"	"4.960794"	"5d4.6s2"	"5D"	"1"	""	"*"	"2"	3	5		"T6977"	"L153"	
W	3	"260.8050"	"260.8057"	"0.0005"	"40d"	"4.2e+06"	C	"3.036445"	"7.788917"	""	""	"2"	""	""	"2"	5	5		"T7469"	"L10405"	
W	1	"261.3076"	"261.3075"	"0.0007"	"80r"	"5.4e+07"	C	"0.412313"	"5.155660"	"5d4.6s2"	"5D"	"2"	""	"*"	"2"	5	5		"T6977"	"L153"	
W	1	"261.5124"	"261.5124"	"0.0007"	"40"	"1.58e+07"	C	"0.771099"	"5.510728"	"5d4.6s2"	"5D"	"4"	""	"*"	"3"	9	7		"T6977"	"L153"	
W	1	"261.8808"	"261.8809"	"0.0007"	"25"	"1.90e+06"	B	"0.412313"	"5.145274"	"5d4.6s2"	"5D"	"2"	""	"*"	"3"	5	7		"T6977"	"L153"	
W	2	"262.15905"	"262.159143"	"0.000756"	"14*"	"4.65e+06"	B	"0.91999511"	"5.64793303"	"5d5"	"6S"	"5/2"	""	""	"3/2"	6	4		"T7162"	"L11762"	
W	1	"263.3129"	"263.3128"	"0.0007"	"150r"	"6.5e+07"	B	"0.207090"	"4.914315"	"5d4.6s2"	"5D"	"1"	""	"*"	"1"	3	3		"T6977"	"L153"	
W	1	"263.6544"	"263.6546"	"0.0007"	"30"	"5.6e+06"	B	"0.365913"	"5.067036"	"5d5.(6S).6s"	"7S"	"3"	""	"*"	"2"	7	5		"T6977"	"L153"	
W	1	"264.4600"	"264.4598"	"0.0007"	"30"	"7.3e+06"	B	"0.771099"	"5.457908"	"5d4.6s2"	"5D"	"4"	""	"*"	"3"	9	7		"T6977"	"L153"	
W	1	"264.6730"	"264.6732"	"0.0007"	"80"	"1.55e+07"	B	"0.598844"	"5.281874"	"5d4.6s2"	"5D"	"3"	""	"*"	"3"	7	7		"T6977"	"L153"	
W	2	"265.30010"	"265.30032"	"0.00021"	"4"	"3.56e+06"	B	"1.40114840"	"6.07311043"	"5d3.6s2"	"4F"	"5/2"	"5d3.(4F).6s.(5F).6p"	"6D*"	"3/2"	6	4		"T7162"	"L11762"	
