element	sp_num	obs_wl_air(nm)	ritz_wl_air(nm)	unc_ritz_wl	intens	Aki(s^-1)	Acc	Ei(eV)	Ek(eV)	conf_i	term_i	J_i	conf_k	term_k	J_k	g_i	g_k	Type	tp_ref	line_ref	
W	1	"421.5376"	"421.5377"	"0.0014"	"25"	"3.7e+06"	B	"2.422033"	"5.362441"	"5d5.(4G).6s"	"5G"	"5"	""	"*"	"4"	11	9		"T6977"	"L153"	
W	1	"421.8552"	"421.8552"	"0.0014"	"15"	"2.2e+06"	C	"2.266491"	"5.204686"	"5d5.(6S).6s"	"5S"	"2"	""	"*"	"2"	5	5		"T6977"	"L153"	
W	1	"421.9372"	"421.9375"	"0.0014"	"80"	"6.1e+05"	B	"0.771099"	"3.708721"	"5d4.6s2"	"5D"	"4"	"5d4.6s.(6D).6p"	"5D*"	"3"	9	7		"T4976"	"L153"	
W	1	"422.6915"	"422.6907"	"0.0014"	"25"	"3.7e+06"	C	"2.241985"	"5.174373"	"5d4.6s2"	"3D"	"1"	""	"*"	"2"	3	5		"T6977"	"L153"	
W	1	"423.2996"	"423.2994"	"0.0014"	"20"	"3.5e+06"	C	"2.246202"	"5.174373"	"5d5.(4G).6s"	"5G"	"2"	""	"*"	"2"	5	5		"T6977"	"L153"	
W	1	"424.1445"	"424.1444"	"0.0014"	"100"	"1.07e+07"	B	"1.916797"	"4.839134"	"5d4.6s2"	"3D"	"3"	""	"*"	"2"	7	5		"T6977"	"L153"	
W	1	"424.4364"	"424.4367"	"0.0014"	"200"	"1.38e+06"	B	"0.771099"	"3.691424"	"5d4.6s2"	"5D"	"4"	"5d4.6s.(6D).6p"	"7D*"	"5"	9	11		"T4976"	"L153"	
W	1	"424.9452"	"424.9456"	"0.0014"	"20"	"1.88e+06"	B	"1.655011"	"4.571838"	"5d4.6s2"	"3G"	"3"	""	"*"	"3"	7	7		"T6977"	"L153"	
W	1	"425.8458"	"425.8460"	"0.0015"	"10"	"1.36e+06"	C	"2.120999"	"5.031659"	"5d4.6s2"	"3F2"	"4"	""	"*"	"4"	9	9		"T6977"	"L153"	
W	1	"426.022"	"426.0220"	"0.0015"	""	"1.74e+07"	B	"2.246202"	"5.155660"	"5d5.(4G).6s"	"5G"	"2"	""	"*"	"2"	5	5		"T6977"	"L14798"	
W	1	"426.8045"	"426.8048"	"0.0015"	"12"	"1.48e+06"	B	"2.458319"	"5.362441"	"5d5.(4P).6s"	"5P"	"3"	""	"*"	"4"	7	9		"T6977"	"L153"	
W	1	"426.9382"	"426.9384"	"0.0015"	"200"	"3.04e+06"	B	"0.365913"	"3.269126"	"5d5.(6S).6s"	"7S"	"3"	""	"*"	"2"	7	5		"T4976"	"L153"	
W	1	"426.9774"	"426.9773"	"0.0015"	"40"	"5.1e+06"	B	"2.266491"	"5.169439"	"5d5.(6S).6s"	"5S"	"2"	""	"*"	"3"	5	7		"T6977"	"L153"	
W	1	"427.3688"	"427.3686"	"0.0015"	"20"	"2.4e+06"	C	"2.786753"	"5.687044"	"5d5.(4D).6s"	"5D"	"4"	""	"*"	"4"	9	9		"T6977"	"L153"	
W	1	"427.5486"	"427.5483"	"0.0015"	"50"	"9.3e+06"	B	"2.246202"	"5.145274"	"5d5.(4G).6s"	"5G"	"2"	""	"*"	"3"	5	7		"T6977"	"L153"	
W	1	"428.2377"	"428.2377"	"0.0015"	""	"2.07e+06"	B	"2.387469"	"5.281874"	"5d5.(4G).6s"	"5G"	"4"	""	"*"	"3"	9	7		"T6977"	"L14798"	
W	1	"428.3800"	"428.3801"	"0.0015"	"20"	"1.69e+05"	C	"1.507891"	"4.401334"	"5d4.6s2"	"3H"	"4"	""	"*"	"3"	9	7		"T4976"	"L153"	
W	2	"428.92917"	"428.92956"	"0.00092"	"2"	"2.77e+05"	B	"2.3545751"	"5.24431127"	""	""	"3/2"	""	""	"3/2"	4	4		"T7162"	"L11762"	
W	1	"429.4606"	"429.4605"	"0.0015"	"800"	"1.24e+07"	A	"0.365913"	"3.252077"	"5d5.(6S).6s"	"7S"	"3"	"5d5.(6S).6p"	"7P*"	"2"	7	5		"T6977"	"L153"	
W	1	"430.2110"	"430.2103"	"0.0015"	"200"	"3.6e+06"	B	"0.365913"	"3.247047"	"5d5.(6S).6s"	"7S"	"3"	"5d4.6s.(6D).6p"	"7D*"	"3"	7	7		"T4976"	"L153"	
W	1	"430.7638"	"430.7636"	"0.0015"	"50"	"5.4e+06"	B	"2.458116"	"5.335548"	"5d4.6s2"	"3G"	"5"	""	"*"	"5"	11	11		"T6977"	"L153"	
W	2	"433.55679"	"433.55674"	"0.00024"	"8"	"6.22e+05"	B	"2.3545751"	"5.21347082"	""	""	"3/2"	"5d4.(5D).6p"	"6F*"	"5/2"	4	6		"T7162"	"L11762"	
W	1	"433.8727"	"433.8728"	"0.0015"	"3"	"6.e+03"	E	"0.412313"	"3.269126"	"5d4.6s2"	"5D"	"2"	""	"*"	"2"	5	5		"T4976"	"L153"	
W	2	"434.31959"	"434.31972"	"0.00019"	"9"	"1.44e+06"	B	"2.7940595"	"5.64793303"	""	""	"1/2"	""	""	"3/2"	2	4		"T7162"	"L11762"	
W	1	"434.5828"	"434.5828"	"0.0015"	"20"	"4.3e+06"	C	"2.352539"	"5.204686"	"5d5.(4G).6s"	"5G"	"3"	""	"*"	"2"	7	5		"T6977"	"L153"	
W	1	"434.6977"	"434.6992"	"0.0015"	"30"	"4.1e+06"	B	"2.387137"	"5.238520"	"5d4.6s2"	"3P2"	"2"	""	"*"	"3"	5	7		"T6977"	"L153"	
W	1	"434.7495"	"434.7498"	"0.0015"	"20"	"2.62e+06"	B	"2.387469"	"5.238520"	"5d5.(4G).6s"	"5G"	"4"	""	"*"	"3"	9	7		"T6977"	"L153"	
W	1	"434.8108"	"434.8079"	"0.0015"	"20"	"1.45e+07"	B	"2.601563"	"5.452232"	"5d5.(4P).6s"	"5P"	"2"	""	"*"	"2"	5	5		"T6977"	"L153"	
W	2	"434.81130"	"434.811303"	"0.000019"	"109"	"5.06e+06"	B	"1.63328563"	"4.48393267"	"5d4.(5D).6s"	"4D"	"1/2"	""	""	"1/2"	2	2		"T7162"	"L11762"	
W	1	"435.5166"	"435.5159"	"0.0015"	"40"	"5.1e+05"	B	"1.507891"	"4.353926"	"5d4.6s2"	"3H"	"4"	""	"*"	"4"	9	9		"T4976"	"L153"	
W	1	"436.1814"	"436.1816"	"0.0015"	"25"	"1.64e+05"	B	"0.771099"	"3.612790"	"5d4.6s2"	"5D"	"4"	"5d4.6s.(6D).6p"	"5F*"	"3"	9	7		"T4976"	"L153"	
W	1	"436.4778"	"436.4777"	"0.0015"	"40"	"1.8e+05"	C	"0.412313"	"3.252077"	"5d4.6s2"	"5D"	"2"	"5d5.(6S).6p"	"7P*"	"2"	5	5		"T4976"	"L153"	
W	1	"437.2522"	"437.2522"	"0.0015"	"40"	"1.1e+05"	B	"0.412313"	"3.247047"	"5d4.6s2"	"5D"	"2"	"5d4.6s.(6D).6p"	"7D*"	"3"	5	7		"T4976"	"L153"	
W	1	"437.8484"	"437.8488"	"0.0015"	"50"	"3.48e+05"	B	"0.598844"	"3.429715"	"5d4.6s2"	"5D"	"3"	"5d4.6s.(6D).6p"	"5F*"	"2"	7	5		"T4976"	"L153"	
W	1	"438.4850"	"438.4850"	"0.0015"	"40"	"3.1e+06"	C	"1.916797"	"4.743561"	"5d4.6s2"	"3D"	"3"	""	"*"	"4"	7	9		"T6977"	"L153"	
W	1	"438.6770"	"438.6755"	"0.0015"	"15"	"8.4e+06"	B	"2.532729"	"5.358266"	"5d5.(4P).6s"	"5P"	"1"	""	"*"	"1"	3	3		"T6977"	"L153"	
W	1	"438.9837"	"438.9833"	"0.0015"	"20"	"2.06e+06"	B	"2.458319"	"5.281874"	"5d5.(4P).6s"	"5P"	"3"	""	"*"	"3"	7	7		"T6977"	"L153"	
W	2	"439.37944"	"439.37948"	"0.00006"	"27"	"3.24e+05"	B	"2.43471602"	"5.25572576"	""	""	"5/2"	"5d3.(4F).6s.(5F).6p"	"6G*"	"7/2"	6	8		"T7162"	"L11762"	
W	1	"439.4074"	"439.4069"	"0.0015"	"30"	"3.2e+06"	B	"2.246202"	"5.067036"	"5d5.(4G).6s"	"5G"	"2"	""	"*"	"2"	5	5		"T6977"	"L153"	
W	1	"439.7518"	"439.7513"	"0.0015"	"3"	"3.3e+04"	E	"1.655011"	"4.473635"	"5d4.6s2"	"3G"	"3"	""	"*"	"4"	7	9		"T4976"	"L153"	
W	1	"440.0203"	"440.0205"	"0.0015"	"12"	"1.12e+06"	C	"2.352539"	"5.169439"	"5d5.(4G).6s"	"5G"	"3"	""	"*"	"3"	7	7		"T6977"	"L153"	
W	2	"440.60575"	"440.60575"	"0.00039"	"4"	"2.44e+05"	B	"2.95128291"	"5.76444148"	""	""	"7/2"	"5d3.(4F).6s.(5F).6p"	"6G*"	"9/2"	8	10		"T7162"	"L11762"	
W	1	"442.5912"	"442.5902"	"0.0016"	"30"	"2.81e+06"	B	"2.266491"	"5.067036"	"5d5.(6S).6s"	"5S"	"2"	""	"*"	"2"	5	5		"T6977"	"L153"	
W	1	"443.8284"	"443.8281"	"0.0016"	"25"	"1.83e+06"	B	"2.352539"	"5.145274"	"5d5.(4G).6s"	"5G"	"3"	""	"*"	"3"	7	7		"T6977"	"L153"	
W	1	"445.5458"	"445.5455"	"0.0016"	"20"	"1.33e+06"	C	"2.387469"	"5.169439"	"5d5.(4G).6s"	"5G"	"4"	""	"*"	"3"	9	7		"T6977"	"L153"	
W	1	"445.8086"	"445.8085"	"0.0016"	"20"	"4.2e+05"	C	"1.649870"	"4.430198"	"5d4.6s2"	"3P2"	"1"	""	"*"	"2"	3	5		"T4976"	"L153"	
W	1	"445.8284"	"445.8290"	"0.0016"	"10"	"1.14e+06"	B	"2.458319"	"5.238520"	"5d5.(4P).6s"	"5P"	"3"	""	"*"	"3"	7	7		"T6977"	"L153"	
W	1	"446.0486"	"446.0488"	"0.0016"	"40"	"2.93e+06"	B	"1.708218"	"4.487049"	"5d4.6s2"	"3F2"	"2"	""	"*"	"1"	5	3		"T6977"	"L153"	
W	2	"446.06073"	"446.06098"	"0.00100"	"2"	"1.10e+05"	B	"2.43471602"	"5.21347082"	""	""	"5/2"	"5d4.(5D).6p"	"6F*"	"5/2"	6	6		"T7162"	"L11762"	
W	1	"446.6344"	"446.6343"	"0.0016"	"50"	"1.5e+06"	C	"1.655011"	"4.430198"	"5d4.6s2"	"3G"	"3"	""	"*"	"2"	7	5		"T4976"	"L153"	
W	1	"447.2514"	"447.2515"	"0.0014"	"8"	"1.55e+05"	C	"2.108785"	"4.880143"	"5d4.6s2"	"3H"	"6"	""	"*"	"5"	13	11		"T4976"	"L153"	
W	1	"449.2298"	"449.2314"	"0.0014"	"15"	"3.6e+05"	C	"2.120999"	"4.880143"	"5d4.6s2"	"3F2"	"4"	""	"*"	"5"	9	11		"T4976"	"L153"	
W	1	"449.3958"	"449.3956"	"0.0014"	"20"	"2.80e+06"	B	"2.387137"	"5.145274"	"5d4.6s2"	"3P2"	"2"	""	"*"	"3"	5	7		"T6977"	"L153"	
W	1	"449.4497"	"449.4497"	"0.0014"	"50"	"3.00e+06"	B	"2.387469"	"5.145274"	"5d5.(4G).6s"	"5G"	"4"	""	"*"	"3"	9	7		"T6977"	"L153"	
W	1	"449.5294"	"449.5297"	"0.0014"	"40"	"3.3e+05"	C	"1.868433"	"4.625746"	"5d4.6s2"	"3H"	"5"	""	"*"	"5"	11	11		"T4976"	"L153"	
W	2	"450.02154"	"450.02162"	"0.00061"	"3"	"2.57e+05"	B	"2.74499292"	"5.49929234"	"5d4.(3F2).6s"	"4F"	"5/2"	""	""	"5/2"	6	6		"T7162"	"L11762"	
W	1	"450.4838"	"450.4840"	"0.0016"	"60"	"7.0e+05"	B	"1.507891"	"4.259363"	"5d4.6s2"	"3H"	"4"	""	"*"	"3"	9	7		"T4976"	"L153"	
W	2	"451.12223"	"451.12168"	"0.00061"	"3"	"2.53e+05"	B	"2.75170914"	"5.49929234"	""	""	"7/2"	""	""	"5/2"	8	6		"T7162"	"L11762"	
W	1	"451.5860"	"451.5866"	"0.0016"	"4"	"9.1e+06"	C	"2.966952"	"5.711707"	"5d5.(4D).6s"	"5D"	"3"	""	"*"	"3"	7	7		"T6977"	"L153"	
W	1	"451.7344"	"451.7355"	"0.0016"	"12"	"3.5e+06"	B	"2.266491"	"5.010340"	"5d5.(6S).6s"	"5S"	"2"	""	"*"	"1"	5	3		"T6977"	"L153"	
W	1	"452.8443"	"452.8448"	"0.0016"	"2"	"3.8e+04"	D	"1.868433"	"4.605562"	"5d4.6s2"	"3H"	"5"	""	"*"	"4"	11	9		"T4976"	"L153"	
W	2	"454.21058"	"454.21027"	"0.00103"	"2"	"2.49e+05"	B	"3.1206670"	"5.84956717"	""	""	"3/2"	""	""	"3/2"	4	4		"T7162"	"L11762"	
W	1	"455.2500"	"455.2516"	"0.0017"	"25"	"1.42e+05"	C	"1.507891"	"4.230549"	"5d4.6s2"	"3H"	"4"	""	"*"	"4"	9	9		"T4976"	"L153"	
W	1	"455.8943"	"455.8962"	"0.0017"	"12"	"1.06e+06"	B	"2.241985"	"4.960794"	"5d4.6s2"	"3D"	"1"	""	"*"	"2"	3	5		"T6977"	"L153"	
W	1	"455.9102"	"455.9106"	"0.0017"	"12"	"1.72e+06"	B	"1.856810"	"4.575533"	"5d4.6s2"	"3D"	"2"	""	"*"	"2"	5	5		"T6977"	"L153"	
W	1	"456.3570"	"456.3586"	"0.0017"	"30"	"4.1e+06"	B	"2.458319"	"5.174373"	"5d5.(4P).6s"	"5P"	"3"	""	"*"	"2"	7	5		"T6977"	"L153"	
W	1	"456.5297"	"456.5310"	"0.0017"	"25"	"1.15e+06"	B	"1.856810"	"4.571838"	"5d4.6s2"	"3D"	"2"	""	"*"	"3"	5	7		"T6977"	"L153"	
W	1	"458.6832"	"458.6835"	"0.0017"	"40"	"4.20e+05"	B	"1.181329"	"3.883617"	"5d4.6s2"	"3P2"	"0"	""	"*"	"1"	1	3		"T4976"	"L153"	
W	1	"459.2566"	"459.2566"	"0.0017"	"15"	"3.4e+05"	B	"1.655011"	"4.353926"	"5d4.6s2"	"3G"	"3"	""	"*"	"4"	7	9		"T4976"	"L153"	
W	1	"460.0413"	"460.0428"	"0.0017"	"15"	"1.00e+06"	B	"2.266491"	"4.960794"	"5d5.(6S).6s"	"5S"	"2"	""	"*"	"2"	5	5		"T6977"	"L153"	
W	2	"460.45912"	"460.45915"	"0.00013"	"14"	"3.40e+05"	B	"2.85742960"	"5.54929653"	""	""	"7/2"	""	""	"9/2"	8	10		"T7162"	"L11762"	
W	1	"460.9886"	"460.9904"	"0.0017"	"25"	"1.42e+06"	B	"1.916797"	"4.605562"	"5d4.6s2"	"3D"	"3"	""	"*"	"4"	7	9		"T4976"	"L153"	
W	1	"461.3296"	"461.3308"	"0.0017"	"40"	"1.7e+05"	C	"0.771099"	"3.457880"	"5d4.6s2"	"5D"	"4"	"5d5.(6S).6p"	"7P*"	"4"	9	9		"T6977"	"L153"	
W	1	"463.4786"	"463.4812"	"0.0017"	"20"	"8.8e+05"	B	"2.037223"	"4.711538"	"5d4.6s2"	"3G"	"4"	""	"*"	"4"	9	9		"T4976"	"L153"	
W	2	"464.48236"	"464.48234"	"0.00065"	"3"	"8.4e+04"	B	"2.88074533"	"5.54929653"	""	""	"9/2"	""	""	"9/2"	10	10		"T7162"	"L11762"	
W	1	"464.6135"	"464.6140"	"0.0017"	"8"	"2.6e+06"	E	"2.387137"	"5.054932"	"5d4.6s2"	"3P2"	"2"	""	"*"	"1"	5	3		"T6977"	"L153"	
W	2	"465.82586"	"465.82586"	"0.00028"	"6"	"1.15e+06"	B	"2.90748128"	"5.56833604"	"5d4.(3D).6s"	"4D"	"5/2"	""	""	"3/2"	6	4		"T7162"	"L11762"	
W	1	"465.9867"	"465.9853"	"0.0017"	"60"	"1.0e+06"	B	"0.000000"	"2.659945"	"5d4.6s2"	"5D"	"0"	"5d4.6s.(6D).6p"	"7D*"	"1"	1	3		"T4976"	"L153"	
W	1	"466.1975"	"466.1971"	"0.0017"	"10"	"1.73e+06"	B	"1.916797"	"4.575533"	"5d4.6s2"	"3D"	"3"	""	"*"	"2"	7	5		"T6977"	"L153"	
W	2	"466.57483"	"466.57483"	"0.00026"	"7"	"4.80e+05"	B	"2.90748128"	"5.56406479"	"5d4.(3D).6s"	"4D"	"5/2"	"5d4.(5D).6p"	"6F*"	"7/2"	6	8		"T7162"	"L11762"	
W	1	"466.8460"	"466.8459"	"0.0017"	"15"	"1.18e+06"	B	"1.916797"	"4.571838"	"5d4.6s2"	"3D"	"3"	""	"*"	"3"	7	7		"T6977"	"L153"	
W	1	"467.1626"	"467.1640"	"0.0017"	"8"	"1.4e+04"	D	"0.598844"	"3.252077"	"5d4.6s2"	"5D"	"3"	"5d5.(6S).6p"	"7P*"	"2"	7	5		"T6977"	"L153"	
W	1	"467.904"	"467.9039"	"0.0018"	"8"	"1.52e+06"	B	"2.266491"	"4.915528"	"5d5.(6S).6s"	"5S"	"2"	""	"*"	"3"	5	7		"T6977"	"L153"	
W	1	"468.0509"	"468.0513"	"0.0018"	"80"	"1.4e+06"	B	"0.598844"	"3.247047"	"5d4.6s2"	"5D"	"3"	"5d4.6s.(6D).6p"	"7D*"	"3"	7	7		"T4976"	"L153"	
W	1	"468.7612"	"468.7617"	"0.0018"	"6"	"1.48e+06"	B	"2.387469"	"5.031659"	"5d5.(4G).6s"	"5G"	"4"	""	"*"	"4"	9	9		"T6977"	"L153"	
W	2	"469.17479"	"469.17468"	"0.00044"	"5"	"3.12e+05"	B	"2.85742960"	"5.49929234"	""	""	"7/2"	""	""	"5/2"	8	6		"T7162"	"L11762"	
W	1	"470.0422"	"470.0412"	"0.0018"	"15"	"6.2e+04"	C	"0.771099"	"3.408091"	"5d4.6s2"	"5D"	"4"	"5d5.(6S).6p"	"7P*"	"3"	9	7		"T4191"	"L153"	
W	1	"470.247"	"470.2472"	"0.0018"	"10"	"1.23e+06"	B	"2.352539"	"4.988377"	"5d5.(4G).6s"	"5G"	"3"	""	"*"	"4"	7	9		"T6977"	"L153"	
W	1	"471.2486"	"471.2481"	"0.0018"	"15"	"1.57e+06"	B	"1.856810"	"4.487049"	"5d4.6s2"	"3D"	"2"	""	"*"	"1"	5	3		"T6977"	"L153"	
W	1	"471.3852"	"471.3865"	"0.0018"	"5"	"2.5e+04"	C	"1.507891"	"4.137358"	"5d4.6s2"	"3H"	"4"	"5d4.6s.(6D).6p"	"5F*"	"5"	9	11		"T4976"	"L153"	
W	1	"472.0392"	"472.0391"	"0.0018"	"10"	"3.22e+05"	C	"1.649870"	"4.275702"	"5d4.6s2"	"3P2"	"1"	""	"*"	"2"	3	5		"T4976"	"L153"	
W	1	"472.5118"	"472.5121"	"0.0018"	"20"	"3.8e+06"	B	"2.387137"	"5.010340"	"5d4.6s2"	"3P2"	"2"	""	"*"	"1"	5	3		"T6977"	"L153"	
W	1	"472.9648"	"472.9650"	"0.0018"	"20"	"7.8e+05"	B	"1.655011"	"4.275702"	"5d4.6s2"	"3G"	"3"	""	"*"	"2"	7	5		"T4976"	"L153"	
W	1	"474.5586"	"474.5577"	"0.0018"	"8w"	"1.2e+06"	C	"2.246202"	"4.858098"	"5d5.(4G).6s"	"5G"	"2"	""	"*"	"1"	5	3		"T6977"	"L153"	
W	1	"474.9697"	"474.9703"	"0.0018"	"5"	"8.7e+05"	B	"2.422033"	"5.031659"	"5d5.(4G).6s"	"5G"	"5"	""	"*"	"4"	11	9		"T6977"	"L153"	
W	1	"475.2200"	"475.2203"	"0.0018"	"8"	"7.6e+05"	B	"2.352539"	"4.960794"	"5d5.(4G).6s"	"5G"	"3"	""	"*"	"2"	7	5		"T6977"	"L153"	
W	1	"475.2584"	"475.2576"	"0.0018"	"8"	"4.3e+05"	B	"1.649870"	"4.257920"	"5d4.6s2"	"3P2"	"1"	""	"*"	"1"	3	3		"T6977"	"L153"	
W	1	"475.7542"	"475.7542"	"0.0018"	"30"	"2.72e+05"	B	"0.365913"	"2.971240"	"5d5.(6S).6s"	"7S"	"3"	"5d4.6s.(6D).6p"	"7D*"	"2"	7	5		"T4976"	"L153"	
W	1	"475.7781"	"475.7771"	"0.0018"	"8"	"4.1e+05"	C	"1.868433"	"4.473635"	"5d4.6s2"	"3H"	"5"	""	"*"	"4"	11	9		"T4976"	"L153"	
W	1	"475.9340"	"475.9322"	"0.0018"	"2w"	"2.49e+04"	C	"1.655011"	"4.259363"	"5d4.6s2"	"3G"	"3"	""	"*"	"3"	7	7		"T4976"	"L153"	
W	1	"476.8057"	"476.8069"	"0.0016"	"3"	"6.9e+04"	C	"1.856810"	"4.456385"	"5d4.6s2"	"3D"	"2"	""	"*"	"3"	5	7		"T4976"	"L153"	
W	1	"477.3845"	"477.3845"	"0.0016"	""	"1.12e+06"	B	"1.708218"	"4.304648"	"5d4.6s2"	"3F2"	"2"	""	"*"	"1"	5	3		"T6977"	"L14798"	
W	2	"478.23543"	"478.23527"	"0.00092"	"2"	"2.03e+05"	B	"2.90748128"	"5.49929234"	"5d4.(3D).6s"	"4D"	"5/2"	""	""	"5/2"	6	6		"T7162"	"L11762"	
W	1	"478.8421"	"478.8427"	"0.0016"	"10"	"2.6e+05"	C	"2.037223"	"4.625746"	"5d4.6s2"	"3G"	"4"	""	"*"	"5"	9	11		"T4976"	"L153"	
W	1	"479.7546"	"479.7545"	"0.0016"	"10"	"7.2e+05"	B	"2.458319"	"5.041923"	"5d5.(4P).6s"	"5P"	"3"	""	"*"	"3"	7	7		"T6977"	"L153"	
W	1	"481.258"	"481.2568"	"0.0016"	"5"	"8.0e+04"	C	"1.655011"	"4.230549"	"5d4.6s2"	"3G"	"3"	""	"*"	"4"	7	9		"T4976"	"L153"	
W	1	"481.6105"	"481.6088"	"0.0016"	"6"	"7.5e+05"	B	"2.387137"	"4.960794"	"5d4.6s2"	"3P2"	"2"	""	"*"	"2"	5	5		"T6977"	"L153"	
W	1	"484.3810"	"484.3810"	"0.0016"	"400"	"1.9e+06"	B	"0.412313"	"2.971240"	"5d4.6s2"	"5D"	"2"	"5d4.6s.(6D).6p"	"7D*"	"2"	5	5		"T4976"	"L153"	
W	1	"485.8596"	"485.8586"	"0.0017"	"12"	"1.3e+05"	B	"1.708218"	"4.259363"	"5d4.6s2"	"3F2"	"2"	""	"*"	"3"	5	7		"T4976"	"L153"	
W	2	"486.45636"	"486.45650"	"0.00071"	"3"	"2.00e+05"	B	"2.95128291"	"5.49929234"	""	""	"7/2"	""	""	"5/2"	8	6		"T7162"	"L11762"	
W	1	"488.0713"	"488.0696"	"0.0017"	"8"	"8.4e+04"	C	"1.916797"	"4.456385"	"5d4.6s2"	"3D"	"3"	""	"*"	"3"	7	7		"T4976"	"L153"	
W	1	"488.6899"	"488.6902"	"0.0017"	"200"	"8.1e+05"	B	"0.771099"	"3.307462"	"5d4.6s2"	"5D"	"4"	"5d4.6s.(6D).6p"	"7F*"	"5"	9	11		"T4976"	"L153"	
W	1	"489.0273"	"489.0272"	"0.0017"	"25"	"1.01e+06"	B	"2.037223"	"4.571838"	"5d4.6s2"	"3G"	"4"	""	"*"	"3"	9	7		"T6977"	"L153"	
W	1	"489.0872"	"489.0868"	"0.0017"	"10"	"1.37e+06"	B	"2.532729"	"5.067036"	"5d5.(4P).6s"	"5P"	"1"	""	"*"	"2"	3	5		"T6977"	"L153"	
W	1	"490.2320"	"490.2311"	"0.0017"	"25"	"2.76e+06"	B	"2.387137"	"4.915528"	"5d4.6s2"	"3P2"	"2"	""	"*"	"3"	5	7		"T6977"	"L153"	
W	1	"490.2950"	"490.2955"	"0.0017"	"20"	"2.06e+06"	B	"2.387469"	"4.915528"	"5d5.(4G).6s"	"5G"	"4"	""	"*"	"3"	9	7		"T6977"	"L153"	
W	1	"492.4561"	"492.4573"	"0.0017"	"15"	"1.75e+05"	C	"2.108785"	"4.625746"	"5d4.6s2"	"3H"	"6"	""	"*"	"5"	13	11		"T4976"	"L153"	
W	1	"493.1551"	"493.1548"	"0.0017"	"50"	"1.0e+06"	C	"1.916797"	"4.430198"	"5d4.6s2"	"3D"	"3"	""	"*"	"2"	7	5		"T4976"	"L153"	
W	2	"493.67844"	"493.67897"	"0.00049"	"4"	"2.01e+05"	B	"2.74499292"	"5.25572576"	"5d4.(3F2).6s"	"4F"	"5/2"	"5d3.(4F).6s.(5F).6p"	"6G*"	"7/2"	6	8		"T7162"	"L11762"	
W	1	"494.8587"	"494.8587"	"0.0017"	"10"	"1.36e+05"	D	"2.120999"	"4.625746"	"5d4.6s2"	"3F2"	"4"	""	"*"	"5"	9	11		"T4976"	"L153"	
W	1	"495.3075"	"495.3081"	"0.0017"	"15"	"8.3e+05"	B	"2.458319"	"4.960794"	"5d5.(4P).6s"	"5P"	"3"	""	"*"	"2"	7	5		"T6977"	"L153"	
W	1	"497.256"	"497.2557"	"0.0017"	"30"	"3.9e+05"	C	"2.387469"	"4.880143"	"5d5.(4G).6s"	"5G"	"4"	""	"*"	"5"	9	11		"T4976"	"L153"	
W	1	"498.2593"	"498.2586"	"0.0017"	"200"	"4.17e+05"	B	"0.000000"	"2.487656"	"5d4.6s2"	"5D"	"0"	"5d4.6s.(6D).6p"	"7F*"	"1"	1	3		"T4976"	"L153"	
W	1	"498.4698"	"498.4713"	"0.0017"	"20"	"9.0e+05"	B	"2.352539"	"4.839134"	"5d5.(4G).6s"	"5G"	"3"	""	"*"	"2"	7	5		"T6977"	"L153"	
W	1	"498.692"	"498.6924"	"0.0017"	"80"	"6.3e+05"	C	"1.868433"	"4.353926"	"5d4.6s2"	"3H"	"5"	""	"*"	"4"	11	9		"T4976"	"L153"	
W	1	"500.279"	"500.2788"	"0.0018"	"12"	"1.09e+06"	B	"2.532729"	"5.010340"	"5d5.(4P).6s"	"5P"	"1"	""	"*"	"1"	3	3		"T6977"	"L153"	
W	1	"500.6150"	"500.6147"	"0.0018"	"60"	"1.2e+06"	B	"0.771099"	"3.247047"	"5d4.6s2"	"5D"	"4"	"5d4.6s.(6D).6p"	"7D*"	"3"	9	7		"T4976"	"L153"	
W	2	"501.02556"	"501.02589"	"0.00075"	"3"	"2.00e+05"	B	"3.07537994"	"5.54929653"	""	""	"7/2"	""	""	"9/2"	8	10		"T7162"	"L11762"	
W	1	"501.5304"	"501.5309"	"0.0018"	"50"	"5.4e+05"	B	"0.598844"	"3.070269"	"5d4.6s2"	"5D"	"3"	"5d4.6s.(6D).6p"	"7F*"	"4"	7	9		"T4976"	"L153"	
W	1	"504.0360"	"504.0371"	"0.0018"	"60"	"5.2e+05"	C	"1.649870"	"4.109007"	"5d4.6s2"	"3P2"	"1"	""	"*"	"2"	3	5		"T4976"	"L153"	
W	1	"505.223"	"505.2220"	"0.0018"	"30"	"1.1e+06"	E	"2.601563"	"5.054932"	"5d5.(4P).6s"	"5P"	"2"	""	"*"	"1"	5	3		"T6977"	"L153"	
W	1	"505.3276"	"505.3280"	"0.0018"	"400"	"1.9e+06"	B	"0.207090"	"2.659945"	"5d4.6s2"	"5D"	"1"	"5d4.6s.(6D).6p"	"7D*"	"1"	3	3		"T4976"	"L153"	
W	1	"505.4596"	"505.4594"	"0.0018"	"150"	"3.3e+05"	D	"0.207090"	"2.659307"	"5d4.6s2"	"5D"	"1"	"5d4.6s.(6D).6p"	"7F*"	"2"	3	5		"T4191"	"L153"	
W	1	"505.5516"	"505.5524"	"0.0018"	"50"	"4.0e+06"	B	"2.786753"	"5.238520"	"5d5.(4D).6s"	"5D"	"4"	""	"*"	"3"	9	7		"T6977"	"L153"	
