element	sp_num	obs_wl_air(nm)	ritz_wl_air(nm)	intens	Aki(s^-1)	Acc	Ei(eV)	Ek(eV)	conf_i	term_i	J_i	conf_k	term_k	J_k	g_i	g_k	Type	tp_ref	line_ref	
Rh	1	"378.847"	"378.8475"	"1000"	"1.37e+07"	B	"0.701499"	"3.973237"	"4d9"	"a 2D"	"3/2"	"4d8.(3F).5p"	"z 2D*"	"5/2"	4	6		"T5181"	"L3475"	
Rh	1	"379.322"	"379.3219"	"3800"	"4.2e+07"	B	"0.705590"	"3.973237"	"4d8.(3F).5s"	"a 2F"	"7/2"	"4d8.(3F).5p"	"z 2D*"	"5/2"	8	6		"T5181"	"L3475"	
Rh	1	"379.931"	"379.9318"	"4900"	"5.5e+07"	B+	"0.705590"	"3.967992"	"4d8.(3F).5s"	"a 2F"	"7/2"	"4d8.(3F).5p"	"z 2F*"	"7/2"	8	8		"T5181"	"L3475"	
Rh	1	"380.676"	"380.6759"	"1300"	"6.2e+06"	C+	"0.322115"	"3.578139"	"4d8.(3F).5s"	"a 4F"	"5/2"	"4d8.(3F).5p"	"z 4D*"	"5/2"	6	6		"T5181"	"L3475"	
Rh	1	"381.819"	"381.8186"	"1300"	"5.8e+07"	B+	"1.143286"	"4.389566"	"4d8.(3P).5s"	"a 4P"	"5/2"	"4d8.(3P).5p"	"z 4P*"	"3/2"	6	4		"T5181"	"L3475"	
Rh	1	"382.226"	"382.2260"	"3800"	"8.6e+07"	B	"0.965989"	"4.208810"	"4d8.(3F).5s"	"a 2F"	"5/2"	"4d8.(3F).5p"	"z 2F*"	"5/2"	6	6		"T5181"	"L3475"	
Rh	1	"382.848"	"382.8478"	"2300"	"6.2e+07"	B	"1.143286"	"4.380839"	"4d8.(3P).5s"	"a 4P"	"5/2"	"4d8.(3P).5p"	"z 4P*"	"5/2"	6	6		"T5181"	"L3475"	
Rh	1	"383.389"	"383.3884"	"2000"	"5.7e+07"	B	"0.965989"	"4.198978"	"4d8.(3F).5s"	"a 2F"	"5/2"	"4d8.(3F).5p"	"z 2D*"	"3/2"	6	4		"T5181"	"L3475"	
Rh	1	"385.652"	"385.6513"	"5900"	"5.9e+07"	C+	"0.705590"	"3.919609"	"4d8.(3F).5s"	"a 2F"	"7/2"	"4d8.(3F).5p"	"z 2G*"	"9/2"	8	10		"T5181"	"L3475"	
Rh	1	"387.239"	"387.2390"	"70"	"6.7e+05"	D+	"0.701499"	"3.902341"	"4d9"	"a 2D"	"3/2"	"4d8.(3F).5p"	"z 4F*"	"5/2"	4	6		"T5181"	"L3475"	
Rh	1	"387.734"	"387.7346"	"380"	"3.7e+06"	C+	"0.705590"	"3.902341"	"4d8.(3F).5s"	"a 2F"	"7/2"	"4d8.(3F).5p"	"z 4F*"	"5/2"	8	6		"T5181"	"L3475"	
Rh	1	"391.351"	"391.3508"	"120"	"2.5e+05"	D	"0.189692"	"3.356904"	"4d8.(3F).5s"	"a 4F"	"7/2"	"4d8.(3F).5p"	"z 4D*"	"7/2"	8	8		"T5181"	"L3475"	
Rh	1	"392.219"	"392.2195"	"240"	"6.2e+06"	C+	"0.701499"	"3.861696"	"4d9"	"a 2D"	"3/2"	"4d8.(3F).5p"	"z 4D*"	"1/2"	4	2		"T5181"	"L3475"	
Rh	1	"393.423"	"393.4224"	"2000"	"1.57e+07"	C+	"0.705590"	"3.856126"	"4d8.(3F).5s"	"a 2F"	"7/2"	"4d8.(3F).5p"	"z 4G*"	"7/2"	8	8		"T5181"	"L3475"	
Rh	1	"394.272"	"394.2710"	"590"	"7.2e+07"	B+	"1.278700"	"4.422454"	"4d8.(3P).5s"	"a 4P"	"3/2"	"4d8.(3P).5p"	"z 4P*"	"1/2"	4	2		"T5181"	"L3475"	
