element	sp_num	obs_wl_air(nm)	unc_obs_wl	ritz_wl_air(nm)	unc_ritz_wl	intens	Aki(s^-1)	Acc	Ei(eV)	Ek(eV)	conf_i	term_i	J_i	conf_k	term_k	J_k	g_i	g_k	Type	tp_ref	line_ref	
Y	5	"227.7498"	"0.0020"	"227.7503"	"0.0007"	"100p"	"5.75e+06"		"38.541455"	"43.983640"	"4s2.4p4.(3P<1>).5s"	"2[1]"	"1/2"	"4s2.4p4.(3P<0>).5p"	"2[1]*"	"1/2"	2	2		"T9678"	"L19755"	
Y	5	"229.9309"	"0.0007"	"229.9302"	"0.0007"	"3000"	"8.00e+07"		"36.994255"	"42.384848"	"4s2.4p4.(3P<2>).5s"	"2[2]"	"3/2"	"4s2.4p4.(3P<2>).5p"	"2[1]*"	"3/2"	4	4		"T9678"	"L19755"	
Y	5	"237.3316"	"0.0007"	"237.3315"	"0.0007"	"400"	"3.10e+07"		"38.541455"	"43.763955"	"4s2.4p4.(3P<1>).5s"	"2[1]"	"1/2"	"4s2.4p4.(3P<2>).5p"	"2[2]*"	"3/2"	2	4		"T9678"	"L19755"	
Y	5	"239.4640"	"0.0007"	"239.4633"	"0.0007"	"150"	"2.65e+07"		"38.541455"	"43.717466"	"4s2.4p4.(3P<1>).5s"	"2[1]"	"1/2"	"4s2.4p4.(3P<1>).5p"	"2[0]*"	"1/2"	2	2		"T9678"	"L19755"	
Y	5	"240.1235"	"0.0007"	"240.1229"	"0.0008"	"5"	"4.e+06"	E	"37.223056"	"42.384848"	"4s2.4p4.(3P).4d"	"2D"	"5/2"	"4s2.4p4.(3P<2>).5p"	"2[1]*"	"3/2"	6	4		"T9678"	"L19755"	
Y	5	"242.3570"	"0.0007"	"242.3549"	"0.0008"	"5"	"2.4e+06"	E	"39.625822"	"44.740080"	"4s2.4p4.(1D<2>).5s"	"2[2]"	"3/2"	"4s2.4p4.(3P<1>).5p"	"2[1]*"	"3/2"	4	4		"T9678"	"L19755c153"	
Y	5	"243.6430"	"0.0007"	"243.6423"	"0.0008"	"400"	"5.30e+07"		"39.625822"	"44.713059"	"4s2.4p4.(1D<2>).5s"	"2[2]"	"3/2"	"4s2.4p4.(3P<1>).5p"	"2[1]*"	"1/2"	4	2		"T9678"	"L19755"	
Y	5	"244.2097"	"0.0007"	"244.2093"	"0.0007"	"12"	"4.e+06"	E	"38.688528"	"43.763955"	"4s2.4p4.(3P).4d"	"2D"	"3/2"	"4s2.4p4.(3P<2>).5p"	"2[2]*"	"3/2"	4	4		"T9678"	"L19755"	
Y	5	"244.5580"	"0.0007"	"244.5576"	"0.0008"	"300"	"1.85e+07"		"37.761240"	"42.829438"	"4s2.4p4.(3P<0>).5s"	"2[0]"	"1/2"	"4s2.4p4.(3P<2>).5p"	"2[1]*"	"1/2"	2	2		"T9678"	"L19755"	
Y	5	"246.4675"	"0.0007"	"246.4670"	"0.0007"	"3"	"4.e+06"	E	"38.688528"	"43.717466"	"4s2.4p4.(3P).4d"	"2D"	"3/2"	"4s2.4p4.(3P<1>).5p"	"2[0]*"	"1/2"	4	2		"T9678"	"L19755"	
